Item Name,Quantity
"KIT,FRONT DOOR,LH,MAK,HMMWV",14
"KIT,FRONT DOOR,RH,MAK,HMMWV",14
"KIT,FRONT DOOR,RIGHT",36
"KIT,FSBE,INDIVIDUAL A",49
"KIT,FSBE,INDIVIDUAL B",1
"KIT,FSBE,INDIVIDUAL C",207
"KIT,FSBE,PLATOON A",50
"KIT,FSBE,PLATOON B",8
"KIT,FSBE,PLATOON C",2
"KIT,GROUND HOP SUPPORT",1
"KIT,GUN CLEANING,RIFLE,TRANQUILIZER",67
"KIT,GUNNER SHIELD",2
"KIT,HANDLAMP",3
"KIT,HYDRAULIC HOSES",1
"KIT,INDIVIDUAL,KH",25
"KIT,INFRARED PLUG-I",1
"KIT,LH BALLISTIC WINDSHIELD,MAK HMMWV",2
"KIT,LH UNDER CARRIAGE",1
"KIT,LIGHT",2
"KIT,LIGHT SET TENT",161
"KIT,M-ATV SPECIAL T00L",1
"KIT,M14,M16 RIFLE M",298
"KIT,MECHANICAL BREA",4
"KIT,MOBILE TACTICAL",8
"KIT,MODERN ARMY COMBATIVES",75
"KIT,MTG FLASHLIGHT",707
"KIT,OUTSIDE HANDLE WITH SPACER,MAK",7
"KIT,PANDEMIC PREPAREDNESS",96
"KIT,PERCUSSIVE RESCUE TOOL",1
"KIT,REAR DOOR,LEFT",13
"KIT,REAR DOOR,RH,MAK,HMMWV",11
"KIT,REAR DOOR,RIGHT",1
"KIT,RECOVERY,MED",2
"KIT,REG,REC,DET,GN",68
"KIT,REPAIR,AIRCRAFT FINISH",1
"KIT,REPAIR,RADAR TRANSPARENT,WOODLAND",6
"KIT,RETRO,BOSS,EXT",4
"KIT,RH UNDER CARRIAGE",1
"KIT,SERVICE,ANNUAL",1
"KIT,SINGLE,COMM,L,R",188
"KIT,SMALL BALLISTIC GLASS WITH GASKET,MAK HMMWV",1
"KIT,SOLDER ALUMINUM",4
"KIT,TACTICAL TRIPOD",137
"KIT,TEAM,KH",5
"KIT,TRAINING,IMPROVISED EXPLOSIVE DEVICE",9
"KIT,TROOP SEATS",1
"KIT,TURRET,STOP",12
"KIT,UAP WITH DAPPA",2
"KIT,VEHICLE,M1025",1
"KIT,VEHICLE,M998",1
"KIT,WINDOW ACCESSORY,LH DOOR",1
"KIT,WINDOW ACCESSORY,RH DOOR",5
"KIT,WINDOW,DOOR,MAK,HMMWV",34
KITANAPX118INSTALLA,2
KITCHEN EQUIPMENT AND APPLIANCES,46
KITCHEN HAND TOOLS AND UTENSILS,64
"KITCHEN,COMPANY LEVEL,FIELD FEEDING",4
"KITCHEN,FIELD,MODULAR",2
"KITCHEN,FIELD,TRAILER MOUNTED",30
KNEE AND ELBOW PAD SYSTEM,551
KNEE PAD SYSTEM,191
"KNEEBOARD KNEEPAD,A",8
KNIFE,5
"KNIFE COMBAT,STRAP",175
"KNIFE,BONING",216
"KNIFE,COMBAT",146
"KNIFE,COMBAT,WITH SHEATH",2567
"KNIFE,CRAFTSMAN'S",15
"KNIFE,CRAFTSMANS",25
"KNIFE,FIELD MESS",378
"KNIFE,FIXED,CAMO",131
"KNIFE,GENERAL SURGICAL",4
"KNIFE,HOT TIP,ELECTRIC",10
"KNIFE,HUNTING",40
"KNIFE,PAPER",5
"KNIFE,POCKET",173
"KNIFE,PUTTY",2
"KNIFE,RESCUE",1
"KNIFE,SCRAPING",28
"KNIFE,STEAK,SCIMITAR",1
"KNIFE,STRAP CUTTING,FIREMAN'S",500
"KNIFE,UTILITY,AIRCR",7
KNOB,3
"KRILL LAMP,180 BLUE",2
"KRILL LAMP,180X BLU",50
"KRILL LAMP,180X ORG",150
"KRILL LAMP,180X YEL",220
"KRILL LAMP,360X BLU",500
"KRILL LAMP,ORANGE",512
"KRILL LAMP,YELLOW",5
KVL3000 KEYLOADER,12
KVM SWITCH,20
"LAB ELECTRICAL, ELECTRONIC INST DEMIL Q",3
LAB INSTRUMENT ANALZER,3
LAB INSTRUMENT GENERATOR,2
LAB INSTRUMENT MULTIMETER,5
LAB INSTRUMENT OSCILLOSCOPE,2
LAB INSTRUMENT TEST EQUIPMENT,2
LABEL,20
LABEL RIBBON KIT,1
"LABEL TAPE,PRESSURE SENSITIVE ADHESIVE",10
LABORATORY CYANOACRYLATE,3
"LABORATORY,CHEMICAL,MOBILE",6
"LACES,FOOTWEAR",130
LADDER,3
"LADDER, SCAFFOLDING",85
"LADDER, SCAFFOLDING EQUIP, CONCRETE FORM",2
"LADDER,ADJUSTABLE",1
"LADDER,AIRCRAFT BOARDING",2
"LADDER,EXTENSION",10
"LADDER,FIRE,EXTENSION",2
"LADDER,FIRE,SINGLE",4
"LADDER,PLATFORM",1
"LADDER,SAFETY STEP",10
"LADDER,STRAIGHT",1
"LADDER,TACTICAL ASSAULT",28
"LADDER,VEHICLE BOAR",3
"LADDER,VEHICLE BOARDING",34
"LADLE,KITCHEN",28
LAMINATOR,4
"LAMP MODULE,TACTICA",6
"LAMP UNIT,VEHICULAR",24
"LAMP, HALOGEN",7
"LAMP, HOUSEHOLD",10
"LAMP,ELECTROLUMINESCENT PANEL",9
"LAMP,FLUORESCENT",302
"LAMP,HALOGEN",6
"LAMP,HALOGEN,LIGHT,",1
"LAMP,HEAD,EMERGENCY USE",308
"LAMP,INCANDESCENT",1908
"LAMP,LED",3
"LAMP,LED HEAD",2
"LAMP,LIGHT EMITTING DIODE",226
"LAMP,MERCURY VAPOR",50
"LAMP,METAL HALIDE",34
LANDING SEARCHLIGHT,5
"LANTERN,ELECTRIC",299
"LANTERN,GASOLINE",28
"LANTERN,KEROSENE",51
"LANTERN,MULTI FUEL",6
"LANTERN,PROPANE",6
LANYARD,36
LANYARD ASSEMBLY,40
"LANYARD,FIRING",1
"LANYARD,RIPCORD RELEASE",53
"LANYARD,SAFETY BELT",20
"LANYARD,SAFETY HARNESS",22
"LANYARD,SAFETY,EQUIPMENT CARRYING",47
"LANYARD,SAFETY,INDUSTRIAL",187
LAPTOP,19
LAPTOP CASE,770
LAPTOP COMPUTER,963
"LAPTOP COMPUTER, RUGGED",142
LARYNGOSCOPE,8
LARYNGOSCOPE SET,28
LASER BORESIGHT SYSTEM (LBS),156
LASER DESIGNATOR MODULE,20
LASER ENGRAVER,1
LASER MODULE,50
LASER RANGE FINDER,35
LASER RANGEFINDER WITH CONTAINER,15
LASER-INFRARED OBSERVATION SET,28
"LASER,BORESIGHT SYS",3
"LASER,GAS",242
"LASER,INFRARED OBS",63
"LASER,SOLID STATE",125
LASERPLANE LEVEL SY,1
"LATCH,CHARGING HANDLE",32
"LATCH,CONVEYOR END",5
"LATCH,COVER",5
"LATCH,DOOR,VEHICULAR",53
"LATCH,HASP",18
"LATCH,PINTLE HOOK",2
"LATCH,TURRET HATCH",3
"LATHE,ARMATURE AND UNDERCUTTER",1
"LATHE,BRAKE DRUM",2
"LATHE,ENGINE",2
"LATHE,TURRET,HORIZONTAL",1
"LAUNCHER,GRENADE",139
"LAUNDRY, DRY CLEANING EQUIPMENT",15
LAV-C2 BALLISTIC BLANKET KIT,1
LAWN MOWER,49
"LAWN MOWER, RIDING",68
"LAYUP,CENTER SECTION,DE",6
"LEAD ASSY,SPARK IGN",2
"LEAD,ELECTRICAL",20
"LEAD,PENCIL,GRAPHITE",66
"LEAD,STORAGE BATTERY",6
"LEAD,TEST",12
"LEAF,BUTT HINGE",30
"LEAF,REAR SIGHT",1
LEAK TEST COMPOUND,3
"LEASH,SHEARS,TRAUMA",54
"LEATHER,CATTLEHIDE",333
LED ARRAY,114
LEFTHAND DRIVE BELT,1
"LEG ASSEMBLY,BIPOD",3
LEG CASE TABLE KIT ASSEMBLY,2
LEG CURL,21
LEG PANEL,75
"LEG SECTION,TRIPOD MOUNT",6
LEG TRIPOD,4
LEG TRIPOD MOUNT,1
"LEG,ENGINE MOUNT",7
"LEG,ENGINE MOUNT,FO",8
"LEG,GUN MOUNT",3
"LEG,PLATFORM",1
"LEG,RIFLE BIPOD",1
"LEG,SEMITRAILER RETRACTABLE SUPPORT",1
LENS 6X,1
"LENS ASSEMBLY,FOCUSING",3
"LENS ASSEMBLY,OBJE",2
LENS CLEANING PEN,50
"LENS, CAMERA",203
"LENS,CAMERA,GENERAL PHOTOGRAPHIC",73
"LENS,CAMERA,TELEVISION",4
"LENS,GOGGLES,INDUSTRIAL",188
"LENS,INFRARED RECEIVER",39
"LENS,LIGHT",94
"LENS,OPTICAL INSTRUMENT",50
"LENS,OPTICAL INSTRUMENT,MOUNTED",24
"LENS,SPECTACLE REPLACEMENT",28
"LENS,SUN,WIND AND DUST GOGGLES",80
"LENS,TELESCOPIC ALI",5
"LENS,VISOR,FLYING HELMET,PRESSURE SUIT TYPE,GRAY LENS",10
"LEP,UWEAR,ST,B,XL,R",1100
"LETTER AND NUMERAL SET,SIGN",3
LEVEL A HAZMAT PROTECTIVE SUIT,2
LEVEL AND PLUMB,9
"LEVEL,CYLINDRICAL,CIRCULAR VIA",1
"LEVEL,ELECTRONIC",1
"LEVEL,LINE",2
"LEVEL,PLATE MOUNTED",2
"LEVEL,SURVEYING",8
"LEVER ASSEMBLY,LATC",4
"LEVER ASSEMBLY,STAB",6
"LEVER ASSY,COLLECTI",14
"LEVER,BARREL LOCKING",4
"LEVER,BREECHBLOCK,COCKING",3
"LEVER,CARGO DOOR,DRAG LATCH",2
"LEVER,COLLECTIVE CONTROL",2
"LEVER,DISASSEMBLY",3
"LEVER,FEED",8
"LEVER,LOADER-RAMMER",1
"LEVER,LOCK-RELEASE",43
"LEVER,MANUAL CONTROL",5
"LEVER,RELEASE,SMALL ARMS",70
"LEVER,REMOTE CONTROL",5
LH UNDERCARRIAGE,1
LID,1713
"LIFE PRESERVER,UNDERARM",79
"LIFE PRESERVER,VEST",1089
"LIFE PRESERVER,YOKE",635
"LIFE RAFT,INFLATABLE",31
"LIFEBOAT,INFLATABLE",2
LIFECYCLE,40
"LIFT BAG,UNDERWATER",4
"LIFT,MOTOR VEHICLE",18
"LIFT,PERSONNEL PLATFORM",2
"LIFT,TRANSMISSION AND DIFFERENTIAL",1
"LIGHT AIMING KIT,INFRARED",625
LIGHT AIMING MODULE,40
LIGHT ARMORED VEHICLE,7
"LIGHT ASSEMBLY,RETI",10
LIGHT BAR,10
LIGHT BAR ASSEMBLY,5
LIGHT BAR ASSEMBLY TOWING,2
"LIGHT CAPABILITY,ROUGH TERRAIN FORKLIFT",24
LIGHT EMITTING DIOD,10
LIGHT EMITTING DIODE,636
LIGHT EMITTING DIODE ARRAY,7
"LIGHT GUN,RADAR TARGET",2
"LIGHT KIT,TENTAGE",5
"LIGHT KIT,WEAPONS",560
LIGHT SCREEN,2
LIGHT SET,31
"LIGHT SET,CHART,FIELD",9
"LIGHT SET,EXTENSION",3
"LIGHT SET,GENERAL ILLUMINATION",409
"LIGHT SET,MARKER,EMERGENCY LANDING",12
"LIGHT SET,STOP LIGHT-TAILIGHT,VEHICULAR",2
"LIGHT SET,TENT",11
LIGHT SOURCE,1
"LIGHT SOURCE,BORESCOPE",1
"LIGHT SOURCE,FORENSIC",1
LIGHT SPECIAL PURPO,738
LIGHT SUBASSEMBLY,2
"LIGHT TACTICAL TRAILER,MARINE CORPS CHASSIS",1
"LIGHT UNIT,EMERGENCY",1
"LIGHT UNIT,PORTABLE",68
"LIGHT,AIMING POST",8
"LIGHT,BACKUP",96
"LIGHT,BLACKOUT",19
"LIGHT,BORESCOPE",1
"LIGHT,CHEMILUMINESCENT",18482
"LIGHT,COCKPIT,AIRCRAFT",11
"LIGHT,DENTAL OPERATING,FIELD",3
"LIGHT,DESK",6
"LIGHT,DOME",100
"LIGHT,EXAMINATION,FIELD",6
"LIGHT,EXTENSION",350
"LIGHT,FLOOD",12
"LIGHT,FLOOR",1
"LIGHT,FOG",9
"LIGHT,HEAD,FIBER OPTIC",9
"LIGHT,HEAD,GENERAL PURPOSE",15
"LIGHT,HEAD,UTILITY",53
"LIGHT,INFRARED TRANSMITTER",621
"LIGHT,INSTRUMENT",29
"LIGHT,IR,DRIVING",12
"LIGHT,LANDING,AIRCRAFT",14
"LIGHT,LASER MOUNT",20
"LIGHT,MAP",35
"LIGHT,MARKER,CLEARANCE",121
"LIGHT,MARKER,DISTRESS",568
"LIGHT,MARKER,FIELD,PORTABLE",22
"LIGHT,MARKER,GROUND OBSTRUCTION",109
"LIGHT,MAT SYS SIMS",4
"LIGHT,MTD HELMET EP",10
"LIGHT,NAVIGATIONAL,AIRCRAFT",8
"LIGHT,PARKING",51
"LIGHT,POST,NIGHT VI",33
"LIGHT,SIGNAL",575
"LIGHT,SIGNAL,SURVEYING",14
"LIGHT,SLIT,OPHTHALMIC",1
"LIGHT,SURGICAL,FIELD",83
"LIGHT,TACTICAL",179
"LIGHT,THUNDERSTORM",1
"LIGHT,TRAFFIC,AIRCRAFT",4
"LIGHT,ULTRAVIOLET,SPECIMEN EXAMINING",1
"LIGHT,UTILITY,NIGHT",1
"LIGHT,UTILITY,NIGHT VISION",226
"LIGHT,UTILITY,VEHICULAR",116
"LIGHT,WARNING",235
"LIGHT,WORK SITE",2
"LIGHTBAR ASSEMBLY,FLASHING,MRAP LIGHT KIT",22
"LIGHTING ASSEMBLY,TENT",2
"LIGHTING KIT,MOTION DETECTOR",1
"LIGHTING KIT,VEHICULAR",82
"LIGHTWEIGHT INFLATABLE DECONTAMINATION SYSTEM,SUPREME",1
LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME) GREEN,45
LIGHTWEIGHT MAINTENANCE ENCLOSURE (LME)TAN,22
"LINE,MULTI-LOOP",120
"LINE,NYLON MOORING",3
"LINER,BEARING SUPPORT",2
"LINER,COLD WEATHER COAT",459
"LINER,COLD WEATHER TROUSERS",4
"LINER,COMBUSTION CHAMBER",4
"LINER,COMBUSTION CHAMBER,AIRCRAFT GAS TURBINE ENGINE",5
"LINER,DOOR,CARGO",10
"LINER,EXTREME COLD WEATHER PARKA",12
"LINER,FIELD PACK",60
"LINER,FLYER'S JACKET",69
"LINER,PARKA",10
"LINER,ROOF,VEHICULAR,FRONT",61
"LINER,SNOW CAMOUFLAGE TROUSERS",73
"LINER,WET WEATHER PONCHO",3459
LINERXGEAR BOX,2
"LINING,HELMET,SHOCK ABSORBING",29
"LINK ASSEMBLY,SINGL",18
"LINK ASSEMBLY,STAND",2
"LINK ASSY,ANTIDRIVE,MAIN ROTOR",7
"LINK ASSY,COLLECTIV",4
"LINK,PARACHUTE,CONNECTOR",1018
"LIPSTICK,ANTICHAP",26
"LITTER TAGLINE,MMS KIT,HELICOPTER",2
"LITTER-SPLINT,EXTRICATION",11
"LITTER,DECONTAMINATION,MASS CASUALTY",12
"LITTER,EVACUATION",141
"LITTER,FOLDING,RIGID POLE",522
"LITTER,NONRIGID,POLELESS",73
"LITTER,RIGID,SEA-AIR,MEDICAL EVACUATION",1
"LITTER,RIGID,STOKES",14
"LITTER,SEMIRIGID,POLELESS",1
LMTS BASIC RIFLE-PISTOL MARKSMANSHIP SYSTEM (BRPMS),1
LMTS LARGE SUITE,4
LMTS SMALL SUITE,1
"LOAD BANK,ELECTRICAL",3
"LOAD-CARRYING EQUIPMENT SET,MOLLE,RIFLEMAN",138
"LOADER,BACKHOE",1
"LOADER,MAGAZINE",36
"LOADER,SCOOP TYPE",83
"LOADER,SCOOP TYPE,FULL TRACKED",1
"LOADER,SKID STEER",1
"LOCATOR,CABLE AND PIPE",3
"LOCATOR,FERROUS",8
"LOCATOR,PERSONNEL",50
"LOCK ASSEMBLY,QUICK DISCONNECT",4
LOCK REMOVAL DEVICE,17
"LOCK SET,MORTISE",82
"LOCK SET,VEHICULAR DOOR",45
"LOCK, COMMERCIAL",707
"LOCK,BARREL",32
"LOCK,FLUSH",20
"LOCK,GUN SAFETY",4
"LOCK,OFFICE MACHINE",13
"LOCK,TRAVEL,SMALL ARMS",8
"LOCKBOX,IV PUMP",1
"LOCKER, HOSEHOLD",16
"LOCKER, STORAGE",329
"LOCKER,AMMUNITION,READY SERVICE",2
"LOCKER,BOX,PERSONAL EQUIPMENT",9
"LOCKER,CLOTHING",93
"LOCKER,SAFE",6
"LOCKER,STOWAGE,FLAM",3
"LOCKWASHER,TRANSMISSION",1
LONG RANGE ACOUSTIC DEVICE,3
"LOOP,LANYARD",7
LOUDSPEAKER-AMPLIFIER,16
LOUDSPEAKER-CONTROL UNIT,6
LOUDSPEAKER-MICROPHONE,37
"LOUDSPEAKER,ELECTROMAGNETIC",99
"LOUDSPEAKER,PERMANENT MAGNET",6
"LOUDSPEAKER,TAC,MPK",1
LOUVER REAR CAB,6
LOVESEAT,6
LOW COST CONTAINER,2
"LOWER ARM,LEFT,BALL",5
"LOWER ARM,RIGHT,BAL",3
"LOWERING DEVICE,PERSONNEL",20
"LOWERING DEVICE,PERSONNEL PARACHUTE,BACK",2
"LUBRICATING GUN,HAND",21
"LUBRICATING OIL,ENGINE",100
"LUBRICATING OIL,SEMIFLUID",200
Lubrication and Fuel Dispensing Equipment,2
LUGGAGE,905
LUMBER AND RELATED BASIC WOOD MATERIALS,679
"LUMBER,NON-WOOD,DIMENSIONAL",30
"LUNETTE,TOWING,PLAT",1
M110 (MILES) IWS SNIPER SET,14
M1114 ADAPTER KIT,3
"M203,OPTION,WDL",15
M59A FIELD RANGE WITH OUTFIT,3
M84 CHARGING HANDLE,129
"MAC KIT,FULL ARMOR 4 DOOR",3
"MACHETE,RIGID HANDLE",178
"MACHINE,BLAST,CLEAN",1
MAGAZINE LOADER,10
"MAGAZINE POUCH,RIFLE/SMG (M16  MP5)/PISTOL (9MM  .45CAL)",88
"MAGAZINE,CARTRIDGE",151874
"MAGAZINE,NON-LETHAL PROJECTILE",17
"MAGAZINE,RELEASE",238
"MAGNET,PERMANENT",1
MAGNIFIER,164
MAGNIFIER LENS ASSE,687
MAGNIFIER LENS ASSEMBLY,39
"MAGNIFIER,DENTAL LABORATORY",5
"MAGNIFIER,TAPERED FIBER OPTIC,VIEWER ELEM 10",3
"MAGNIFIER,WEAPON SIGHT",202
MAILING AND SHIPPING ENVELOPES,10
MAINT LAPTOP,1
"MAINT SYS,ARMOR VEH",2
"MAINTENANCE FIXTURE,WEAPON",12
"MAINTENANCE KIT,AIRCRAFT",1
"MAINTENANCE KIT,CBR EQUIPMENT",2
"MAINTENANCE KIT,ELECTRICAL CON",1
"MAINTENANCE KIT,ELECTRICAL CONNECTOR",2
"MAINTENANCE KIT,ELECTRONIC EQUIPMENT",23
"MAINTENANCE KIT,EXPLOSIVE DETECTOR",5
"MAINTENANCE KIT,GUN",7
"MAINTENANCE KIT,NOS",1
"MAINTENANCE KIT,VEHICULAR",11
"MAINTENANCE KIT,VEHICULAR EQUIPMENT COM",4
MAINTENANCE PLATFORM,7
"MAINTENANCE PLATFORM,AIRCRAFT",14
"MAINTENANCE SET,ELE",1
"MAK KIT,PERIMETER WITH UNDER CARRIAGE ARMOR",2
"MALLET,RAWHIDE",2
"MALLET,RUBBER",73
"MALLET,WOOD",6
"MANAGEMENT SYSTEM,BIOMETRIC AND IDENTITY",15
"MANIKIN HEAD AND TORSO,CARDIOPULMONARY RESUSCITATION TRAINING",49
"MANIKIN,RESUSCITATION TRAINING",27
"MANIKIN,TRAUMA AND RESUSCITATION TRAINING",30
"MANNIKIN,CPR,FULL BODY",1
"MANOMETER,VERTICAL TUBE",1
MANUAL PRESSES,1
MAP CASE,1
"MAP DISPLAY UNIT,NA",1
MAPBOARD ASSEMBLY,15
MAPTACK,23
MARINE HARDWARE AND HULL ITEMS,8
MARINE LIFESAVING AND DIVING EQUIPMENT,44
MARK 4 SIGHT,72
"MARKER,CASUALTY",15
"MARKER,CAUTION",52
"MARKER,IDENTIFICATION",116
"MARKER,LASER",16
"MARKER,PERSONNEL,LIFE PRESERVER",200
"MARKER,SELF-LUMINOUS",11
"MARKER,TRAFFIC",39
"MARKER,TRAFFIC CONTROL DEVICE",2
"MARKER,TUBE TYPE",24
"MARKING MACHINE,ELECTRIC WIRE-FLEXIBLE INSULATING SLEEVING",5
MARKSMANSHIP TRAINER,1
MARLINE,2
MASK AND REBREATHING BAG,10
"MASK ASSEMBLY,FACE",46
"MASK ASSEMBLY,WITH SPEECH DIAPHRAGM",46
"MASK BAYONET COVER,",8
MASK FILTERS,91
MASK OXYGEN PLAST,1
"MASK,AIR FILTERING",2
"MASK,AIR LINE",16
"MASK,CHEMICAL-BIOLO",120
"MASK,CHEMICAL-BIOLOGICAL",77
"MASK,DIVER'S",1
"MASK,EXTREME COLD WEATHER",115
"MASK,FACE,CARDIOPUL",6
"MASK,FACE,CARDIOPULMONARY RESUSCITATION",3
"MASK,FACE,NIGHT VISION",58
"MASK,FIELD,PAINTBAL",69
"MASK,ORONASAL",150
"MASK,OXYGEN",37
"MASK,REBREATHING",100
"MASK,RESPIRATOR",73
"MASK,SURGICAL",4
"MASK,TRACHEOSTOMY",575
MAST,164
MAST AND ANTENNA,10
"MAST ASSY,MAIN ROTO",3
MAST SECTION,19
"MAST,ANTENNA",2
"MAST,QUICK ERECT,EX",1
"MAST,ROTOR,HELICOPTER",3
"MAT,EXERCISE",3
"MAT,FLOOR",361
"MAT,GYMNASIUM",1
"MAT,LANDING ZONE",62
"MAT,RIFLE RANGE",12
"MAT,SLEEPING",3196
"MAT,SLEEPING,SELF-INFLATING",1739
"MATERIAL HANDLING EQUIP, NONSELF-PROPEL",70
MATS,4
"MATTING,FLOOR",10
MATTOCK,47
"MATTOCK ATTACHMENT,COMBINATION TOOL",7
MATTRESS,126
"MATTRESS,INNERSPRING",33
"MATTRESS,PNEUMATIC",45
MBITR POUCH,60
"MEAL,INDIVIDUAL",815
"MEASURE,LIQUID",10
MEASUREMENT KIT,1
"MEASURING SET,SPOON",20
"MEASURING TOOLS, CRAFTMEN'S",18
"MEAT SLICING MACHINE,ELECTRIC",4
"MEAT TENDERIZER,ELECTRIC",1
"MEDAL,ARMY,CELTIC CROSS",18
MEDIC BAG,91
MEDIC SET,1864
MEDICAL AND SURGICAL INSTRUMENTS,242
MEDICAL AND SURGICAL INSTRUMENTS AND EQUIPM,78
"Medical and Surgical Instruments, Equipment, and Supplies",488
MEDICAL AND SURGICAL LIGHTS,2
MEDICAL ELECTRICAL EQUIPMENT,4
MEDICAL EQUIPMENT SET COMBAT LIFESAVER-2009,19
MEDICAL EQUIPMENT SET TACTICAL COMBAT MEDICAL CARE-2008,8
"MEDICAL EQUIPMENT SET,COMBAT MEDIC-2009",52
"MEDICAL EQUIPMENT SET,GROUND AMBULANCE",63
"MEDICAL EQUIPMENT SET,GROUND AMBULANCE-2008",5
"MEDICAL EQUIPMENT SET,PATIENT HOLDING SQUAD,FIELD-LIGHTWEIGHT-2006",10
"MEDICAL EQUIPMENT SET,SICK CALL FIELD",4
"MEDICAL EQUIPMENT SET,SO TAC",1
"MEDICAL EQUIPMENT SET,SURGICAL INSTRUMENT & SUPPLY SET",4
"MEDICAL EQUIPMENT SET,TRAUMA,FIELD",46
"MEDICAL EQUIPMENT SET(MES),CHEMICAL AGENT PATIENT DECONTAMINATION 2006 FEATGTHE MES SUPPORTS 60 CHEM",1
"MEDICAL EQUIPMENT SET(MES),CHEMICAL AGENT PATIENT TREATMENT 2006",1
MEDICAL EXTERNAL MODULAR POCKET,19
MEDICAL LITTER AND STRETCHERS,89
MEDICAL MONITOR,12
MEDICAL OXIMETER,10
MEDICAL SCOPE,5
MEDICAL SIMULATION EQUIPMENT,4
MEDICAL SUPPLIES,668
"MEDICAL SUPPLY SET,FIELD",46
MEDIUM HEAVY EQUIPMENT TRANSPORTER,1
"MEGAPHONE,HAND",1
"MEMORY CARD,PERSONAL COMPUTER",73
"MEMORY UNIT,DATA STORAGE",8
MES CHEMICAL AGENT PATIENT TREATMENT-2000,5
MES COMBAT LIFESAVER VERSION 2005,49
MES COMBAT MEDIC-2012,29
MES GROUND AMBULANCE,14
"MES PATIENT HOLDING SQUAD,LTWT-2000",1
MES TACTICAL COMBAT MEDICAL CARE-2012,3
"MES,COMBAT LIFESAVER-1999",132
"MES,GROUND AMBULANCE-2003",13
"MES,SICK CALL,FIELD-2003",1
METAL DETECTOR,5
"METAL,EXPANDED",4
METALWORKING MACHIN,1
METASCOPE,29
METEOROLOGICAL INSTRUMENTS AND APPARATUS,2
METEOROLOGICAL MEASURING SET,8
METEOROLOGICAL STATION GROUP,4
"METEOROLOGICAL STATION,AUTOMATIC",14
"METER-RECORDER,TIME-SPEED-DISTANCE",10
"Meter, Density Digit",1
"METER,CLAMP,VOLTAGE",5
"METER,NOISE LEVEL",8
"METER,PH,CONDUCTIVITY",1
"METER,POWER,RADIO FREQUENCY",1
"METER,ROENTGEN RATE",4
MHE TRACTOR,6
MICRO COOLING UNIT,100
"MICROCIRCUIT,DIGITAL",1
MICROPHONE,13
"MICROPHONE, COMPUTER",10
"MICROPHONE,CAPACITOR",24
"MICROPHONE,DYNAMIC",29
MICROSCOPE,4
"MICROSCOPE SET,STEREOSCOPE",3
"MICROSCOPE,OPTICAL",20
MICROWAVE,607
MILES IWS DRY FIRE TRIGGER ASSEMBLY,1
MINE RESISTANT VEHICLE,625
"MINE,ANTIPERSONNEL,PRACTICE",2
MINEFIELD MARKING SET,2
MINI AND MICRO COMPUTER CONTROL DEVICES,11
MINI-CRIMESCOPE,2
"MINING, ROCK DRILLING, EARTH BORING",2
MIRROR,29
"MIRROR ASSEMBLY,REARVIEW",58
"MIRROR HEAD,VEHICULAR",56
"MIRROR,EMERGENCY SIGNALING",7
"MIRROR,GLASS",10
"MIRROR,INSPECTION",216
"MIRROR,LIGHTED SEC",2
"MIRROR,MOUTH EXAMINING",10
MISC ELECTRIC POWER AND DISTRIBUTION,22
MISC FABRICATED NONMETALLIC MATERIALS,1
MISC MAINTENANCE AND REPAIR SHOP,25
MISC MATERIALS HANDLING EQUIPMENT,35
"MISC VEHICULAR COMPONENTS, DEMIL B",1
MISC WEAPON ACCESSORIES DEMIL A,32
"MISCELLANEOUS ALARM, SECURITY DETECTION",15
MISCELLANEOUS BATTERY RETAINING FIXTURES,30
MISCELLANEOUS COMMUNICATION EQUIPMENT,220
MISCELLANEOUS CONSTRUCTION EQUIPMENT,80
MISCELLANEOUS CONSTRUCTION MATERIALS,562
MISCELLANEOUS FURNITURE AND FIXTURES,38
MISCELLANEOUS HOUSEHOLD FURNISHINGS,101
Miscellaneous Items,1
MISCELLANEOUS MACHINE TOOLS,30
Miscellaneous Maintenance and Repair Shop Specialized Equipment,2
MISCELLANEOUS OFFICE MACHINES,25
MISCELLANEOUS PREFABRICATED STRUCTURES,21
Miscellaneous Printed Matter,7
MISCELLANEOUS SERVICE AND TRADE EQUIPMEN,133
MISCELLANEOUS SHIP AND MARINE EQUIPMENT,10
MISCELLANEOUS SPECIAL INDUSTRY MACHINERY,4
"MISCELLANEOUS SUPPLY ITEMS, UNUSED",3
MISCELLANEOUS VEHICULAR COMPONENTS,41
MISCELLANEOUS VESSELS,4
MISCELLANEOUS WEAPONS,72
"MISCELLANEOUS WELD, SOLDER, BRAZING",11
MISCELLANEOUS WELDING EQUIPMENT,37
"MITTEN INSERTS,COLD WEATHER",500
"MITTEN SET,EXTREME COLD WEATHER",257
"MITTEN SET,FLYER'S",174
"MITTEN SET,FLYER'S ANTIEXPOSURE",70
"MITTEN SHELLS,COLD WEATHER",94
"MITTEN SHELLS,EXTREME COLD WEATHER",49
"MITTEN SHELLS,SNOW CAMOUFLAGE",80
"MITTEN,HEAT PROTECTIVE",102
"MITTEN,WELDER'S",70
"MITTENS,ANTI-EXPOSU",5
"MITTENS,TRIGGER,FINGER",28
"MIXER,CONCRETE,BASE MOUNTED",1
"MIXER,CONCRETE,TRAILER MOUNTED",1
"MIXER,CONCRETE,TRUCK MOUNTED",1
"MIXING MACHINE,FOOD,ELECTRIC",1
