Item Name,Quantity
"BOW,SIDE RAIL",2
"BOWL,EATING",48
"BOWL,SURGICAL SPONGE",20
"BOX MAGAZINE,AMMUNITION",1
BOX SET,1
BOX TOOL,4
"BOX,ACCESSORIES STOWAGE",127
"BOX,AMMUNITION",30
"BOX,AMMUNITION STOWAGE",8
"BOX,AMMUNITION,7.62 MM",1
"BOX,CENTRAL CONTROL UNIT",3
"BOX,CONTAINER",3
"BOX,DOCUMENT",2
"BOX,GRENADE",36
"BOX,INSECT",2
"BOX,MATCH",50
"BOX,PLASTIC",149
"BOX,POWER DISTRIBUTION",5
"BOX,SHIPPING",438
"BOX,SHIPPING AND STORAGE",15
"BOX,SMALL PARTS",17
"BOX,SWITCH,CONTROL",4
"BOXER,LEV1,LL,BROWN",1000
"BOXER,LEV1,LR,BROWN",119
"BOXER,LEV1,XLL,BROW",1000
"BOXES, CARTONS, AND CRATES",1
"BRACE,FENDER",1
"BRACE,GUN MOUNT PEDESTAL",1
"BRACE,WATER CAN",2
BRACKET AND CLAMP ASSY,3
"BRACKET-FWD,TAIL RO",1
"BRACKET,AIRCRAFT",3
"BRACKET,ANGLE",105
"BRACKET,DOUBLE ANGLE",1
"BRACKET,EYE,ROTATING SHAFT",21
"BRACKET,FIRE EXTINGUISHER",20
"BRACKET,HINGE",12
"BRACKET,JACK SHAFT",5
"BRACKET,JACKSHAFT,C",1
"BRACKET,LEVER",453
"BRACKET,MAGNETIC PI",3
"BRACKET,MOUNTING",646
"BRACKET,MOUNTING WE",5
"BRACKET,MOUNTING,WE",6
"BRACKET,MULTIPLE ANGLE",2
"BRACKET,QUICK RELEASE,M203",17
"BRACKET,RIFLE SUPPORT",5
"BRACKET,SMALL ARMS,VEHICULAR",15
"BRACKET,SNIPER RIFL",13
"BRACKET,TOW HOOK",26
"BRACKET,VEHICULAR COMPONENTS",112
"BRACKET,VEHICULAR SEAT",15
"BRAID,WIRE",457
"BRAKE MACHINE,SHEET METAL,HAND OPERATED",5
BRAKE SHOE,10
BRAKE SHOE SET,1
"BRAKE,GROUP REAR RT",1
"BRAKE,MAGNETIC",3
"BRAKE,MUZZLE",47
"BRAZING ALLOY,COPPER",647
BREACHING SET CPL,4
"BREAKER,PAVING",7
BREATHING APPARATUS,39
"BREATHING APPARATUS,EMERGENCY",40
"BREATHING APPARATUS,ESCAPE,EMERGENCY",30
"BREATHING APPARATUS,OXYGEN GENERATING",5
"BREATHING APPARATUS,SELF-CONTAINED",74
BREECH PLUG ASSEMBL,2
"BRICK,RUBBING",12
BRIEF CASE,5
"BROOM,ANGLE",1
"BROOM,PUSH",22
"BROOM,WHISK",5
"BROOMS, BRUSHES, MOPS, SPONGES",291
BRUSH,12
"BRUSH,ACID SWABBING",10
"BRUSH,ADHESIVE",18
"BRUSH,BATTERY TERMINAL",2
"BRUSH,BOTTLE AND BURET",7
"BRUSH,CLEANING",10
"BRUSH,CLEANING,AIRCRAFT",4
"BRUSH,CLEANING,MASONRY",26
"BRUSH,CLEANING,SMALL ARMS",867
"BRUSH,CLEANING,TOOL AND PARTS",197
"BRUSH,DUSTING,BENCH",83
"BRUSH,FILE CLEANER",6
"BRUSH,PAINT",113
"BRUSH,SCRUB",95
"BRUSH,SURGICAL SCRUB",25
"BRUSH,VARNISH",12
"BRUSH,WIRE",37
"BRUSH,WIRE,ROTARY CUP",3
"BRUSH,WIRE,ROTARY WHEEL",13
"BRUSH,WIRE,SCRATCH",27
"BUCKET,MOP",3
"BUCKET,SCOOP TYPE LOADER",4
BUCKLE,52
"BUCKLE ASSY,LIFE RA",2
"BUCKLE,PUSH BUTTON",12
BUFFER,5
BUFFER ASSEMBLY,117
"BUFFER ASSEMBLY,RECOIL",509
BUFFER BODY,5
BUFFER BODY STOCK,1
BUFFER REMOVAL TOOL,1
"BUFFER,RECOIL MECHANISM",10
BUGLE,3
"BUILDING BOARD,HARD PRESSED,VEGETABLE FIBER",35
"BUILDING COMPONENTS, PREFABRICATED",55
BUILDUP BENCH ASSY,6
"BULKHEAD,FUSELAGE",2
BULLETIN BOARD,8
"BUMPER,VEHICULAR",2
"BUNK,BED W LOCKER",6
"BURN PACK,EMERGENCY MEDICAL TREATMENT UNIT",10
"BURN WRAP,SILVER",14
"BURNER UNIT,GASOLINE FIELD RANGE OUTFIT",4
BURNER VISE BRACKET,1
BUS,9
"BUS,MOTOR",7
"BUSH HOOK,HAND",25
BUTCHER'S STEEL,10
"BUTTON,DISASSEMBLY",3
"BUTTON,MAGAZINE CATCH",562
BUTTSTOCK AND BUFFER ASSEMBLY,3
"BUTTSTOCK,SUBASSEMBLY",9887
CAB ASSEMBLY,3
"CABINET, HOUSEHOLD",10
"CABINET, OFFICE",85
"CABINET, STORAGE",133
"CABINET, TOOL",164
"CABINET,BOOK STOWAGE,AIRCRAFT",2
"CABINET,DEFIBRILLATOR",1
"CABINET,ELECTRICAL EQUIPMENT",8
"CABINET,FLAMMABLE STORAGE",4
"CABINET,FOOD WARMIN",3
"CABINET,FOOD WARMING,REACH-IN,ELECTRIC",1
"CABINET,KEY",16
"CABINET,MEDICINE,BASE SECTION",8
"CABINET,PHARMACEUTICAL,BASE SECTION",8
"CABINET,PHARMACEUTICAL,UPPER SECTION",7
"CABINET,SMALL PARTS,STORAGE",4
"CABINET,STORAGE",37
"CABINET,STORAGE,FLAMMABLE",2
"CABINET,TEST PACKAGE STORAGE",1
"CABINET,TOOL,MOBILE",166
"CABINET,TOOL,ROLL",1
"CABINETS, LOCKERS, BINS, AND SHELVING",178
"CABLE AND CONDUIT ASSEMBLY,ELECTRICAL",5
CABLE ASSEMBLY AND REEL,2
"CABLE ASSEMBLY SET,ELECTRICAL",3
"CABLE ASSEMBLY-SWITCH,ELECTRICAL",310
"CABLE ASSEMBLY,CONTROL",4
"CABLE ASSEMBLY,POWER,ELECTRICAL",505
"CABLE ASSEMBLY,POWER,ELECTRICAL,BRANCHED",18
"CABLE ASSEMBLY,RADIO FREQUENCY",32
"CABLE ASSEMBLY,RADIO FREQUENCY,BRANCHED",15
"CABLE ASSEMBLY,SPECIAL PURPOSE",1
"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRICAL",340
"CABLE ASSEMBLY,SPECIAL PURPOSE,ELECTRICAL,BRANCHED",99
CABLE ASSY AUDIO,5
CABLE KIT,70
"CABLE KIT,ELECTRICA",1
"CABLE KIT,SPECIAL POWER",53
"CABLE, COMMUNICATION",8
"CABLE, CORD, WIRE ASSEMBLIES: COMM EQUIP",2
"CABLE,CLONING,MBITR",5
"CABLE,FIBER OPTIC",250
"CABLE,MICROPHONE",19
"CABLE,POWER,ELECTRICAL",4698
"CABLE,RADIO FREQUENCY",6727
"CABLE,SPECIAL PURPOSE,ELECTRICAL",4215
"CABLE,TELEPHONE",415
"CABLE,TEST,COAXIAL",34
"CAGE,ANIMAL",17
"CALCULATOR SET,RADIAC AND NUCLEAR YIELD",6
"CALIPER SET,MICROMETER,OUTSIDE",3
"CALIPER,DIAL/",1
"CALIPER,DISC BRAKE",8
"CALIPER,MICROMETER,INSIDE",2
"CALIPER,MICROMETER,OUTSIDE",1
"CALIPER,VERNIER",5
"CAM,BURST",56
"CAM,CONTROL",9
"CAM,FI,ED",1
CAMCORDER,24
CAMERA,14
CAMERA BODY,59
"CAMERA COMPONENT,MECHANICAL",7
CAMERA IR PTZ,4
"CAMERA KIT,THERMAL",1
"CAMERA SET,STILL PI",1
"CAMERA SET,STILL PICTURE",5
"CAMERA SET,TELEVISION",3
CAMERA SUBASSEMBLY,7
CAMERA SYSTEM,10
"CAMERA SYSTEM,DIGITAL",151
"CAMERA SYSTEM,INFRA",6
"CAMERA SYSTEM,RECONNAISSANCE",230
"CAMERA SYSTEM,SURVEILLANCE",4
"CAMERA-RECORDING,VIDEO",79
"CAMERA, DIGITAL",529
"CAMERA, MOTION PICTURE",9
"CAMERA, STILL PICTURE",50
"CAMERA,DIGITAL",7
"CAMERA,INFRARED,INDUSTRIAL",6
"CAMERA,MOTION PICTURE",1
"CAMERA,RECON SYSTEM",1
"CAMERA,RECONNAISSANCE SYSTEM",21
"CAMERA,STILL PICTURE",23
"CAMERA,TELEVISION",13
"CAMERA,TELEVISION,SUBASSEMBLY",16
"CAMERA,THERMAL INFR",2
"Cameras, Still Picture",2
CAMOUFLAGE AND DECEPTION EQUIPMENT,12
"CAMOUFLAGE CLOTH ASSORTMENT,RADAR TRANSPARENT,DESERT",4
"CAMOUFLAGE CLOTH ASSORTMENT,RADARTRANSPARENT",67
"CAMOUFLAGE NET SYSTEM,RADAR SCATTERING",1083
"CAMOUFLAGE NET SYSTEM,RADAR TRANSPARENT",15
CAMOUFLAGE SCREEN S,19
"CAMOUFLAGE SCREEN SUPPORT SYSTEM,SNOW",10
CAMOUFLAGE SCREENING SYSTEM,999
"CAMOUFLAGE SCREENING SYSTEM,SNOW LIGHT WEIGHT RADAR SCATTERING",11
"CAMOUFLAGE SCREENING SYSTEM,SNOW LIGHT WEIGHT RADAR TRANSPARENT",145
CAMOUFLAGE SET,6
"CAN ASSEMBLY,CITRIC",2
CAN WATER,8
"CAN,AMMUNITION",3
"CAN,FLAMMABLE WASTE",6
"CAN,MILITARY",3563
"CAN,TRASH AND GARBAGE",42
"CAN,WATER",5
"CAN,WATER COLLECTION",12
"CANDLE,ILLUMINATING",25
"CANISTER,SUCTION,SURGICAL",4
"CANNULA,NASAL,OXYGEN",4
"CANNULA,NEEDLELESS ACCESS SYSTEM",1
CANOE,4
CANOPY,5
"CANOPY ASSEMBLY,SEARCHLIGHT",20
"CANOPY,LIGHT",6
"CANOPY,MOVEABLE",1
"CANOPY,PARACHUTE,AIRCRAFT DECELERATION",2
"CANOPY,PERSONNEL PARACHUTE",61
"CANTEEN,GENERAL PURPOSE",77
"CANTEEN,WATER",4786
CAP AND ADAPTER ASSY,2
"CAP AND RECEIVER ASSEMBLY,REFUELING SYSTEM",1
"CAP ASSEMBLY,PLASTIC WATER CAN",10
"CAP ASSEMBLY,THRUST",6
CAP ASSY,3
"CAP ASSY,OUTER",9
"CAP ASSY,RESTRAINT",2
"CAP,BEARING,TAIL R",2
"CAP,COLD WEATHER",348
"CAP,EXTREME COLD WEATHER",2240
"CAP,HAND GUARD",12
"CAP,INNER,SWASHPLA",4
"CAP,KNIT",422
"CAP,LENS",109
"CAP,MAGAZINE",41
"CAP,NIGHT VISION GO",129
"CAP,PROTECTIVE,DUST AND MOISTURE SEAL",100
"CAP,SCOPE MOUNT",33
"CAP,SYNTHESIS,MICROFLEECE",1140
"CAP,TIP-OFF FLASHLT",54
"CAP,TRANSMISSION-GEARBOX,AIRCRAFT",3
"CAP,TRUCK,MOUNTING",40
"CAP,UTILITY",209
"CAPABILITIES SET,NON-LETHAL",5
"CAPACITOR,FIXED,ELECTROLYTIC",38
CAPSAT VEHICLE INMARSAT PHONE,4
"CAR,ARMORED",4
"CARABINER,LOCKING,HELITAG KIT",30
"CARABINER,NONLOCKING",123
"CARD,COMPASS",1
"CARD,INDEX",18
CARD/CAC READER,20
CARGO BULKHEAD ASSEMBLY,7
"CARGO RELEASE,AUTOMATIC",2
"CARGO SET,COOPERING AND SHORING",1
"CARGO SET,RIGGER'S",2
CARPETING,7
"CARRIAGE ROLLER,SEA",18
"CARRIAGE,PAIL",1
CARRIER AND CAP ACC,1
CARRIER ASSEMBLY,637
"CARRIER ASSEMBLY,KEY AND BOLT",608
"CARRIER ASSY,TRANSM",12
CARRIER CHAPLAINS KIT MARPAT,7
CARRIER HYDRATION SYSTEM,363
CARRIER LITTER NO. 1,2
"CARRIER,107 MILLIMETER MORTAR",15
"CARRIER,120 MILLIMETER MORTAR",1
"CARRIER,3MAG,M4A1,G",48
"CARRIER,81 MILLIMETER MORTAR",2
"CARRIER,AIR-ANTITANK DEFENSE MISSILE SYSTEM",1
"CARRIER,ALL,TERRAIN",1
"CARRIER,BALLISTIC,SIDE",15
"CARRIER,BOLT",372
"CARRIER,BREACHER TOOL",113
"CARRIER,CARGO",22
"CARRIER,CHEMICAL MACE CARTRIDGE",12
"CARRIER,CHEMICAL-BIOLOGICAL MASK",183
"CARRIER,COMMAND AND RECONNAISSANCE",2
"CARRIER,COMMAND POST",14
"CARRIER,ENTRENCHING TOOL",15
"CARRIER,FIGHTING LOAD",343
"CARRIER,FLASHLIGHT",20
"CARRIER,GRENADE",30
"CARRIER,HYDRATION",641
"CARRIER,INTRENCHING TOOL",1984
"CARRIER,LITTER NO.2",11
"CARRIER,LITTER,WHEELED",4
"CARRIER,PERSONNEL,FULL TRACKED",92
"CARRIER,PISTOL HOLSTER",619
"CARRIER,PLATE",1
"CARRIER,PROJECTILE AND CARTRIDGE",12
"CARRIER,RADIO SET",4
"CARRIER,RADIO,PATROL PACK",14
"CARRIER,SCALABLE PLATE,COMPLETE",70
"CARRIER,SELF-PROTECTION CLUB",80
"CARRIER,SLEEP SYSTEM",1028
"CARRIER,SMALL ARMS PROTECTIVE BODY ARMOR",120
"CARRIER,TOOL",267
CARRYING BAG,5
CARRYING CASE,2
"CARRYING CASE,MOLLE",86
"CARRYING CASE,RADIO",5
"CARRYING HANDLE ASSEMBLY,BARREL",13
"CART, MOTORIZED",128
"CART, STORAGE",22
"CART,CARDIAC RESUSCITATION KIT",1
"CART,CONCRETE",15
"CART,GOLF",14
"CART,MEDICAL EQUIPMENT AND INSTRUMENTS",1
"CART,STORAGE",3
"CARTRIDGE,DIAGNOSTIC,VEHICULAR",2
"CARTRIDGE,ELECTRICA",25
"CARTRIDGE,INFLATOR,FLOTATION GEAR",16
"CARTRIDGE,RESPIRATOR,AIR FILTERING",213
"CARTRIDGE,RESPIRATOR,AIR FILTERING,GAS/VAPOR",20
"CARTRIDGE,TONER",67
"CARVER,DENTAL",23
CASE,373
CASE ASSEMBLY,3
CASE ASSY,4
"CASE SET,TRANSPORT AND STORAGE",15
CASE SHIPPING,288
CASE SHIPPING AND STORAGE,17
"CASE,ACCESSORY KIT,AUTOMATIC DATA PROCESSING EQUIPMENT.",2
"CASE,ACLS DRUG",5
"CASE,BARREL,MACHINE GUN",64
"CASE,BORE GAGE",6
"CASE,BORESIGHT KIT",20
"CASE,BURNS,TRAUMA",1
"CASE,CARRYING",312
"CASE,CARRYING,BASIC",3
"CASE,CARRYING,CAMOUFLAGE",34
"CASE,CARRYING,EMPTY",4
"CASE,CARRYING,PELICAN",31
"CASE,CARRYING,PELICAN,LARYNGOSCOPE",7
"CASE,CARRYING,RIFLE",154
"CASE,CARRYING,WEAPON",62
"CASE,COMBUSTION CHAMBER,AIRCRAFT GAS TURBINE ENGINE",7
"CASE,COMPUTER",71
"CASE,DEMOLITION CHARGE",52
"CASE,DENTAL INSTRUMENT AND SUPPLY SET",1
"CASE,DIVING APPARATUS",112
"CASE,DRUG,MAIN,SUPP",6
"CASE,ELECTRICAL EQUIPMENT CABINET",1
"CASE,ELECTRICAL-ELECTRONIC TEST AND MEASURING EQUIPMENT",20
"CASE,ELECTRONIC COMMUNICATIONS EQUIPMENT",108
"CASE,EMERGENCY EQUIPMENT,LIFE RAFT",4
"CASE,EQUIPMENT",105
"CASE,EQUIPMENT PROTECTIVE",24
"CASE,FIELD FIRST AID DRESSING",20
"CASE,FIELD FIRST AID DRESSING-UNMOUNTED MAGNETIC COMPASS",500
"CASE,FIELD HANDLING",18
"CASE,FIELD,OFFICE MACHINE",8
"CASE,FIRE SHELTER",4
"CASE,FIRST AID KIT",563
"CASE,FLIGHT REPORT HOLDER",17
"CASE,GUN",166
"CASE,HANDCUFFS",418
"CASE,HARD PED",10
"CASE,INDIVIDUAL SURVIVAL KIT",34
"CASE,INFRARED EQUIPMENT",101
"CASE,LAMP",90
"CASE,LAPTOP COMPUTER",4
"CASE,LARYNGOSCOPE",14
"CASE,LIGHT SET",158
"CASE,MAINTENANCE EQUIPMENT,SMALL ARMS",18
"CASE,MAP AND PHOTOGRAPH",32
"CASE,MEDICAL INSTRUMENT AND SUPPLY SET",2406
"CASE,MEDICAL MODULAR PRIMARY CARE ORGANIZER",1
"CASE,MEDICAL MODULAR,PREVENTIVE MEDICINE",1
"CASE,MILITARY WATER CAN",4
"CASE,NARCOTICS",16
"CASE,NIGHT VISION S",55
"CASE,OPTICAL INSTRUMENT",312
"CASE,PHARMACEUTICAL",5
"CASE,PHOTOGRAPHIC EQUIPMENT",386
"CASE,PROTECTIVE,HARD",4
"CASE,REPAIR KIT,WOO",3
"CASE,REUSABLE TRANS",1
"CASE,REVOLVER,AMMUN",15
"CASE,RIFLE",95
"CASE,SCOPE",6
"CASE,SHIPPING AND STORAGE,MAGNETICALLY SHIELDED",1
"CASE,SHIPPING AND STORAGE,MEDICAL SUPPLIES",4
"CASE,SHIPPING,DOG",6
"CASE,SHOTGUN AMMUNITION",170
"CASE,SMALL ARMS",49
"CASE,SMALL ARMS AMMUNITION",396
"CASE,SMALL ARMS CLEANING ROD",58
"CASE,SOCKET WRENCH SET",1
"CASE,SPHYGMOMANOMETER",13
"CASE,STANDARDIZED COMPONENTS,ELECTRICAL",29
"CASE,STERILIZATION",11
"CASE,STORAGE,SPEC",122
"CASE,SUPPLY,I.V.",1
"CASE,SURGICAL INSTRUMENT",3
"CASE,TOOL",34
"CASE,TRANSIT",16
"CASE,TRANSIT,AMAL",16
"CASE,TRANSPORT,SCREEN,RADAR SCATTERING,DESERT",1
"CASE,TRANSPORTATION",23
"CASE,TRAUMA,PARAMEDIC",2
"CASE,TURBINE,AIRCRAFT GAS TURBINE ENGINE",3
"CASE,VERIFICATION KIT",4
"CASE,WATERPROOF,NIGHT HUNTERII",11
"CASE,WEAPONS",11
"CASTER,RIGID",1
"CASTER,SWIVEL",28
CAT GN SNGL FIX,1
"CATCH ASSEMBLY,MAGAZINE",3
"CATCH,BOLT",61
"CATCH,CLAMPING",6
"CATCH,MAGAZINE",55
"CATHETER AND NEEDLE UNIT,INTRAVENOUS",21
"CATHETER,INTRAVENOUS",24
"CAULKING TOOL,HAND",11
CD ROM STORAGE CASE,24
"CELL ASSEMBLY,OPTICAL INSTRUMENT",18
"CELL,BATTERY",30
"CELL,FLOTATION",10
"CELL,OPTICAL ELEMENT",32
"CELL,TORQUE",1
CELLPHONE,20
CELLULAR FORENSIC T,3
"CEMENT, UNUSED",20
CENTER FRAME ASSEMBLY,4
CEU STAR SAFIRE 3,1
CHAIN,21
CHAIN AND KEEPER,12
Chain and Wire Rope,5
CHAIN ASSEMBLY TIE DOWN,40
"CHAIN ASSEMBLY,SINGLE LEG",65
"CHAIN ASSEMBLY,TIE DOWN",18
"CHAIN ASSEMBLY,TIRE",36
"CHAIN,LEAF",17
"CHAIN,STUD LINK",4
"CHAIN,TENSION DEVIC",4
"CHAIN,WELDED",125
"CHAIN,WELDLESS",26
"CHAINSAW,HYDRAULIC",2
"CHAIR, CHILDRENS",155
"CHAIR, FOLDING",75
"CHAIR, METAL",272
"CHAIR, OFFICE",680
"CHAIR, UPHOLSTERED",180
"CHAIR, WOOD",384
"CHAIR,BARBER",1
"CHAIR,BOATSWAINS",5
"CHAIR,DESK",48
"CHAIR,FOLDING",349
"CHAIR,REBAR",30
"CHAIR,ROTARY",52
"CHAIR,STRAIGHT",50
"CHAIR,STUDENT",5
"CHAIRS, OFFICE, LOT",25
"CHAMBER,AIR BRAKE",6
"CHAMBER,BUOYANCY",3
"CHAMBER,COMBUSTION,AIRCRAFT GAS TURBINE ENGINE",2
CHAPLAIN'S KIT,3
CHAPLAINCY LOGISTICAL SUPPORT PACKAGE,1
"CHAPS,PROTECTIVE",7
"CHARG,BAT,SING,STAT",14
"CHARGER,BATTERY",300
"CHARGER,BATTERY 1X1",4
"CHARGER,RADIAC DETECTOR",13
CHARGING HANDLE ASS,2
"CHASSIS,ELECTRICAL-ELECTRONIC EQUIPMENT",5
"CHASSIS,TRAILER",22
"CHASSIS,TRUCK",2
CHEMICAL ANALYSIS INSTRUMENTS,15
CHEST,1
"CHEST AND GROIN,CARRIER",12
CHEST WOUND KIT,20
"CHEST,AMMUNITION",17596
"CHEST,COLLAPSIBLE",18
"CHEST,FREESTANDING",4
"CHEST,ICE STORAGE",45
"CHEST,MEDICAL INSTRUMENT AND SUPPLY SET",77
"CHEST,TOOL KIT",12
"CHEST,TOP,MOBILE TOOL CABINET",7
CHESTRIG,3
"CHILLER,WATER,REFRIGERATING",1
"CHINSTRAP,LIGHTWEIGHT HELMET",25
"CHISEL,COLD,HAND",31
"CHISEL,DENTAL",4
CHOCK ASSEMBLY,8
"CHOCK,WHEEL-TRACK",294
"CHUCK,AIR,INFLATING",15
"CHUCK,DRILL",8
"CHUTE,AMMUNITION",2
"CHUTE,EJECTION",1
CIRCUIT BREAKER,4
CIRCUIT BREAKER BOX,1
CIRCUIT CARD,1
CIRCUIT CARD ASSEMBLY,15
"CLAMP ASSEMBLY,LARG",2
"CLAMP ASSEMBLY,RETAINING",3
"CLAMP, COMMERCIAL",100
"CLAMP,ARTERY",14
"CLAMP,BAR",12
"CLAMP,C",145
"CLAMP,ELECTRICAL",1
"CLAMP,HOSE",84
"CLAMP,KEY,DOOR HANDLE",11
"CLAMP,LOOP",273
"CLAMP,PLIER",29
"CLAMP,PYLORUS",4
"CLAMP,REAR HANDGUARD",6
"CLAMP,SCREW,QUICK ADJUSTING",1
"CLAMP,SYNCHRO",5
CLARINET,5
"CLEAN-UP KIT,BLOOD AND FLUID",12
CLEANER SEWER HYDRA,1
"CLEANER-DISINFECTANT,PINE TYPE",34
"CLEANER,DRAIN,ELECTRIC,PORTABLE",1
"CLEANER,HIGH PRESSURE",1
"CLEANER,PRESSURE,SOLVENT-WATER",16
"CLEANER,STEAM,PRESSURE JET",34
"CLEANER,STEAM,PRESSURE JET,TRAILER MOUNTED",9
"CLEANER,TOBACCO PIPE",161
"CLEANER,ULTRASONIC",7
"CLEANER,VACUUM,ELECTRIC",42
"CLEANER,VACUUM,PNEUMATIC",109
"CLEANER,VACUUM,SELF-PROPELLED",6
"CLEANING AND POLISHING COMPOUND,FLOOR",6
"CLEANING COMPOUND,RUG AND UPHOLSTERY SURFACE",6
"CLEANING COMPOUND,SOLVENT",15
"CLEANING COMPOUND,SOLVENT-DETE",10
"CLEANING COMPOUND,SOLVENT-DETERGENT",13
"CLEANING GUN,WATER",1
"CLEANING KIT,GUN",4458
"CLEANING TOOL,VENT",20
"CLEARING BARREL,PEDESTAL",11
CLEVIS ASSY,28
"CLEVIS,CARGO HOIST",2
"CLEVIS,IDLER CONTRO",15
"CLEVIS,LOWER,BAGGAG",4
"CLEVIS,ROD END",13
"CLEVIS,SNATCH BLOCK",1
CLIMBER,18
CLIMBER'S EQUIPMENT SET,12
"CLIMBER'S SET,TREE AND POLE",7
CLIMBERS EQUIPMENT SET,4
"CLIMBING MACHINE,EXERCISER",1
"CLINOMETER,INCLINATION",1
"CLIP,CORD DETONATING",10
"CLIP,ELECTRICAL",125
"CLIP,PAPER",186
"CLIP,RETAINING",23
CLIPBOARD FILE,24
"CLIPBOARD,PILOT'S",40
"CLIPPER,HAIR",1
"CLOCK,MARINE,MECHANICAL",1
"CLOCK,PANEL",46
"CLOCK,WALL",17
CLOSE QUARTERS BATT,187
"CLOTH,ABRASIVE",2
"CLOTH,CAMOUFLAGE",37
"CLOTH,CLEANING",5
"CLOTH,GABARDINE",10
"CLOTH,LENS",7
"CLOTH,PARACHUTE",1000
CLOTHES DRYER,36
CLOTHES WASHER,30
CLOTHING,73
"CLOTHING REPAIR SHOP,TRAILER MOUNTED",1
"CLOTHING, SPECIAL PURPOSE",2669
"CLOTHING, SPECIAL PURPOSE, DEMIL A",5985
"CLUB,SELF-PROTECTION",482
"COAT,ALL-WEATHER",5
"COAT,CAMOUFLAGE BLACK ARMY 357",41
"COAT,CAMOUFLAGE PATTERN",93
"COAT,COLD WEATHER",77
"COAT,COMBAT",27
"COAT,FIREMANS,BDU",17
"COAT,MAN'S",2
"COAT,SHOOTER'S",60
"COATING COMPOUND,NONSLIP",10
COAXIAL CIRCULATOR,3
COAXIAL TERMINATION,18
"COCK,POPPET DRAIN",4
COFFEE MAKER,26
"COFFEE MAKER,AUTOMATIC",9
"COFFEE MAKER,PERCOLATOR",3
COFFEE TABLE,27
COLANDER,2
"COLD FOOD COUNTER,MECHANICALLY REFRIGERATED",3
COLD THERAPY-INTERMITTENT COMPRESSION UNIT,1
COLD WEATHER KIT,1
"COLLAR,BALLISTIC,BA",18
"COLLAR,BALLISTIC,BASIC",7
"COLLAR,BEARING,TAIL",18
"COLLAR,NECK BRACE",20
"COLLAR,SWASHPLATE D",27
"COLLATERAL EQUIPMENT,FULL SET",13
COLLECTIVE LEVER,1
COLLECTORS AND/OR HISTORICAL ITEMS,46
"COLLIMATOR,INFINITY AIMING REFERENCE",3
"COLLIMATOR,INFRARED",270
"COLLIMATOR,THERMAL SIGHT DSESTS",3
"COMB,HAIR",15
"COMBAT CASUALTY RESPONSE KIT,SQUAD",5
COMBAT MEDIC SET,16
"COMBAT VEHICLE ITV,M901",1
COMBINATION AND MISC INSTRUMENTS,1
COMBINATION TOOL,91
"COMBINATION TOOL,HAND",55
"COMBUSTIBLE GAS INDICATOR SET,PORTABLE",1
COMM SECURITY EQUIPMENT AND COMPONENTS,35
"COMM,KIT,SPARE,PTS",123
"COMM,SET,WO,RADIO,C",63
"COMMAND SYSTEM,TACTICAL",2
"COMMODE,FIELD",8
COMMON LASER RANGEFINDER SET,3
"COMMUN,EQUIP,SOMS-B",5
COMMUNICATION EQP,48
COMMUNICATION EQUIPMENT MONITOR,2
COMMUNICATION SUBSYSTEM,153
COMMUNICATION SYSTEM,4
COMMUNICATION SYSTEM CONTROL GROUP,3
COMMUNICATION TRAINING DEVICES,1
COMMUNICATION WIRE,9
COMMUNICATIONS CONTROL SET,2
Communications Security Equipment and Components,3
COMPACT UTILITY TRACTOR,1
"COMPACTOR,V",1
"COMPARATOR,OPTICAL PROJECTION",1
COMPASS ASSEMBLY,325
"COMPASS, DEMIL A",56
"COMPASS,GYRO",2
"COMPASS,MAGNETIC-INCLINOMETER",30
"COMPASS,MAGNETIC,MOUNTED",42
"COMPASS,MAGNETIC,UNMOUNTED",299
COMPENSATOR,223
"COMPENSATOR,BUOYANCY,DIVER'S",14
"COMPENSATOR,SMALL ARMS",38
COMPRESS AND BANDAGE,1787
"COMPRESSOR TOOL,AIR",1
"COMPRESSOR UNIT,CENTRIFUGAL",4
"COMPRESSOR UNIT,RECIPROCATING",121
"COMPRESSOR UNIT,REFRIGERATION",1
"COMPRESSOR UNIT,ROTARY",28
"COMPRESSOR, AIR",48
"COMPRESSOR,AIR",5
"COMPRESSOR,AIRCRAFT GAS TURBIN",3
"COMPRESSOR,AIRCRAFT GAS TURBINE ENGINE",3
"COMPRESSOR,CENTRIFUGAL",2
"COMPRESSOR,RECIPROCATING",16
"COMPRESSOR,TOOL,RUN",1
COMPRESSORS AND VACUUM PUMPS,10
COMPUTER DESK,5
"COMPUTER GROUP,TACTICAL",2
COMPUTER LAPTOP,11
COMPUTER MONITOR,23
COMPUTER NOTEBOOK,63
"COMPUTER SET,DIGITAL",28
"COMPUTER SET,GENERAL INFORMATION DATA",1
COMPUTER SUBASSEMBLY,20
COMPUTER SYSTEM DIG,4
"COMPUTER SYSTEM,DIGITAL",750
COMPUTER SYSTEMS LAPTOP,150
COMPUTER WORKSTATION,181
"COMPUTER,BALLISTICS",2
"COMPUTER,DIGITAL",702
"COMPUTER,DIGITAL,MISSION PLANNER",6
"COMPUTER,LAPTOP",148
"COMPUTER,LAPTOP,RADIOGRAPHY",1
"COMPUTER,METEOROLOGICAL DATA",1
"COMPUTER,NAVIGATIONAL",87
"COMPUTER,TACTICAL",19
"CONCENTRATOR,OXYGEN",3
"CONDENSER,REFRIGERATION",2
"CONDENSOR,AC",2
